# LAMMPS data file written by OVITO Basic 3.8.4

6832 atoms 
1944 bonds
5 atom types 
2 bond types

0.0 39.0999984741 xlo xhi
0.0 39.0999984741 ylo yhi
0.0 39.0999984741 zlo zhi

Masses

1 6.941  # Li
866 2 4675 4676 # core-shell (types:3-3) 
867 2 4677 4678 # core-shell (types:3-3) 
868 2 4679 4680 # core-shell (types:3-3) 
869 2 4681 4682 # core-shell (types:3-3) 
870 2 4683 4684 # core-shell (types:3-3) 
871 2 4685 4686 # core-shell (types:3-3) 
872 2 4687 4688 # core-shell (types:3-3) 
873 2 4689 4690 # core-shell (types:3-3) 
874 2 4691 4692 # core-shell (types:3-3) 
875 2 4693 4694 # core-shell (types:3-3) 
876 2 4695 4696 # core-shell (types:3-3) 
877 2 4697 4698 # core-shell (types:3-3) 
878 2 4699 4700 # core-shell (types:3-3) 
879 2 4701 4702 # core-shell (types:3-3) 
880 2 4703 4704 # core-shell (types:3-3) 
881 2 4705 4706 # core-shell (types:3-3) 
882 2 4707 4708 # core-shell (types:3-3) 
883 2 4709 4710 # core-shell (types:3-3) 
884 2 4711 4712 # core-shell (types:3-3) 
885 2 4713 4714 # core-shell (types:3-3) 
886 2 4715 4716 # core-shell (types:3-3) 
887 2 4717 4718 # core-shell (types:3-3) 
888 2 4719 4720 # core-shell (types:3-3) 
889 2 4721 4722 # core-shell (types:3-3) 
890 2 4723 4724 # core-shell (types:3-3) 
891 2 4725 4726 # core-shell (types:3-3) 
892 2 4727 4728 # core-shell (types:3-3) 
893 2 4729 4730 # core-shell (types:3-3) 
894 2 4731 4732 # core-shell (types:3-3) 
895 2 4733 4734 # core-shell (types:3-3) 
896 2 4735 4736 # core-shell (types:3-3) 
897 2 4737 4738 # core-shell (types:3-3) 
898 2 4739 4740 # core-shell (types:3-3) 
899 2 4741 4742 # core-shell (types:3-3) 
900 2 4743 4744 # core-shell (types:3-3) 
901 2 4745 4746 # core-shell (types:3-3) 
902 2 4747 4748 # core-shell (types:3-3) 
903 2 4749 4750 # core-shell (types:3-3) 
904 2 4751 4752 # core-shell (types:3-3) 
905 2 4753 4754 # core-shell (types:3-3) 
906 2 4755 4756 # core-shell (types:3-3) 
907 2 4757 4758 # core-shell (types:3-3) 
908 2 4759 4760 # core-shell (types:3-3) 
909 2 4761 4762 # core-shell (types:3-3) 
910 2 4763 4764 # core-shell (types:3-3) 
911 2 4765 4766 # core-shell (types:3-3) 
912 2 4767 4768 # core-shell (types:3-3) 
913 2 4769 4770 # core-shell (types:3-3) 
914 2 4771 4772 # core-shell (types:3-3) 
915 2 4773 4774 # core-shell (types:3-3) 
916 2 4775 4776 # core-shell (types:3-3) 
917 2 4777 4778 # core-shell (types:3-3) 
918 2 4779 4780 # core-shell (types:3-3) 
919 2 4781 4782 # core-shell (types:3-3) 
920 2 4783 4784 # core-shell (types:3-3) 
921 2 4785 4786 # core-shell (types:3-3) 
922 2 4787 4788 # core-shell (types:3-3) 
923 2 4789 4790 # core-shell (types:3-3) 
924 2 4791 4792 # core-shell (types:3-3) 
925 2 4793 4794 # core-shell (types:3-3) 
926 2 4795 4796 # core-shell (types:3-3) 
927 2 4797 4798 # core-shell (types:3-3) 
928 2 4799 4800 # core-shell (types:3-3) 
929 2 4801 4802 # core-shell (types:3-3) 
930 2 4803 4804 # core-shell (types:3-3) 
931 2 4805 4806 # core-shell (types:3-3) 
932 2 4807 4808 # core-shell (types:3-3) 
933 2 4809 4810 # core-shell (types:3-3) 
934 2 4811 4812 # core-shell (types:3-3) 
935 2 4813 4814 # core-shell (types:3-3) 
936 2 4815 4816 # core-shell (types:3-3) 
937 2 4817 4818 # core-shell (types:3-3) 
938 2 4819 4820 # core-shell (types:3-3) 
939 2 4821 4822 # core-shell (types:3-3) 
940 2 4823 4824 # core-shell (types:3-3) 
941 2 4825 4826 # core-shell (types:3-3) 
942 2 4827 4828 # core-shell (types:3-3) 
943 2 4829 4830 # core-shell (types:3-3) 
944 2 4831 4832 # core-shell (types:3-3) 
945 1 4833 4834 # core-shell (types:2-2) 
946 1 4835 4836 # core-shell (types:2-2) 
947 1 4837 4838 # core-shell (types:2-2) 
948 1 4839 4840 # core-shell (types:2-2) 
949 1 4841 4842 # core-shell (types:2-2) 
950 1 4843 4844 # core-shell (types:2-2) 
951 1 4845 4846 # core-shell (types:2-2) 
952 1 4847 4848 # core-shell (types:2-2) 
953 1 4849 4850 # core-shell (types:2-2) 
954 1 4851 4852 # core-shell (types:2-2) 
955 1 4853 4854 # core-shell (types:2-2) 
956 1 4855 4856 # core-shell (types:2-2) 
957 1 4857 4858 # core-shell (types:2-2) 
958 1 4859 4860 # core-shell (types:2-2) 
959 1 4861 4862 # core-shell (types:2-2) 
960 1 4863 4864 # core-shell (types:2-2) 
961 1 4865 4866 # core-shell (types:2-2) 
962 1 4867 4868 # core-shell (types:2-2) 
963 1 4869 4870 # core-shell (types:2-2) 
964 1 4871 4872 # core-shell (types:2-2) 
965 1 4873 4874 # core-shell (types:2-2) 
966 1 4875 4876 # core-shell (types:2-2) 
967 1 4877 4878 # core-shell (types:2-2) 
968 1 4879 4880 # core-shell (types:2-2) 
969 1 4881 4882 # core-shell (types:2-2) 
970 1 4883 4884 # core-shell (types:2-2) 
971 1 4885 4886 # core-shell (types:2-2) 
972 1 4887 4888 # core-shell (types:2-2) 
973 1 4889 4890 # core-shell (types:2-2) 
974 1 4891 4892 # core-shell (types:2-2) 
975 1 4893 4894 # core-shell (types:2-2) 
976 1 4895 4896 # core-shell (types:2-2) 
977 1 4897 4898 # core-shell (types:2-2) 
978 1 4899 4900 # core-shell (types:2-2) 
979 1 4901 4902 # core-shell (types:2-2) 
980 1 4903 4904 # core-shell (types:2-2) 
981 1 4905 4906 # core-shell (types:2-2) 
982 1 4907 4908 # core-shell (types:2-2) 
983 1 4909 4910 # core-shell (types:2-2) 
984 1 4911 4912 # core-shell (types:2-2) 
985 1 4913 4914 # core-shell (types:2-2) 
986 1 4915 4916 # core-shell (types:2-2) 
987 1 4917 4918 # core-shell (types:2-2) 
988 1 4919 4920 # core-shell (types:2-2) 
989 1 4921 4922 # core-shell (types:2-2) 
990 1 4923 4924 # core-shell (types:2-2) 
991 1 4925 4926 # core-shell (types:2-2) 
992 1 4927 4928 # core-shell (types:2-2) 
993 1 4929 4930 # core-shell (types:2-2) 
994 1 4931 4932 # core-shell (types:2-2) 
995 1 4933 4934 # core-shell (types:2-2) 
996 1 4935 4936 # core-shell (types:2-2) 
997 1 4937 4938 # core-shell (types:2-2) 
998 1 4939 4940 # core-shell (types:2-2) 
999 1 4941 4942 # core-shell (types:2-2) 
1000 1 4943 4944 # core-shell (types:2-2) 
1001 1 4945 4946 # core-shell (types:2-2) 
1002 1 4947 4948 # core-shell (types:2-2) 
1003 1 4949 4950 # core-shell (types:2-2) 
1004 1 4951 4952 # core-shell (types:2-2) 
1005 1 4953 4954 # core-shell (types:2-2) 
1006 1 4955 4956 # core-shell (types:2-2) 
1007 1 4957 4958 # core-shell (types:2-2) 
1008 1 4959 4960 # core-shell (types:2-2) 
1009 1 4961 4962 # core-shell (types:2-2) 
1010 1 4963 4964 # core-shell (types:2-2) 
1011 1 4965 4966 # core-shell (types:2-2) 
1012 1 4967 4968 # core-shell (types:2-2) 
1013 1 4969 4970 # core-shell (types:2-2) 
1014 1 4971 4972 # core-shell (types:2-2) 
1015 1 4973 4974 # core-shell (types:2-2) 
1016 1 4975 4976 # core-shell (types:2-2) 
1017 1 4977 4978 # core-shell (types:2-2) 
1018 1 4979 4980 # core-shell (types:2-2) 
1019 1 4981 4982 # core-shell (types:2-2) 
1020 1 4983 4984 # core-shell (types:2-2) 
1021 1 4985 4986 # core-shell (types:2-2) 
1022 1 4987 4988 # core-shell (types:2-2) 
1023 1 4989 4990 # core-shell (types:2-2) 
1024 1 4991 4992 # core-shell (types:2-2) 
1025 1 4993 4994 # core-shell (types:2-2) 
1026 1 4995 4996 # core-shell (types:2-2) 
1027 1 4997 4998 # core-shell (types:2-2) 
1028 1 4999 5000 # core-shell (types:2-2) 
1029 1 5001 5002 # core-shell (types:2-2) 
1030 1 5003 5004 # core-shell (types:2-2) 
1031 1 5005 5006 # core-shell (types:2-2) 
1032 1 5007 5008 # core-shell (types:2-2) 
1033 1 5009 5010 # core-shell (types:2-2) 
1034 1 5011 5012 # core-shell (types:2-2) 
1035 1 5013 5014 # core-shell (types:2-2) 
1036 1 5015 5016 # core-shell (types:2-2) 
1037 1 5017 5018 # core-shell (types:2-2) 
1038 1 5019 5020 # core-shell (types:2-2) 
1039 1 5021 5022 # core-shell (types:2-2) 
1040 1 5023 5024 # core-shell (types:2-2) 
1041 1 5025 5026 # core-shell (types:2-2) 
1042 1 5027 5028 # core-shell (types:2-2) 
1043 1 5029 5030 # core-shell (types:2-2) 
1044 1 5031 5032 # core-shell (types:2-2) 
1045 1 5033 5034 # core-shell (types:2-2) 
1046 1 5035 5036 # core-shell (types:2-2) 
1047 1 5037 5038 # core-shell (types:2-2) 
1048 1 5039 5040 # core-shell (types:2-2) 
1049 1 5041 5042 # core-shell (types:2-2) 
1050 1 5043 5044 # core-shell (types:2-2) 
1051 1 5045 5046 # core-shell (types:2-2) 
1052 1 5047 5048 # core-shell (types:2-2) 
1053 1 5049 5050 # core-shell (types:2-2) 
1054 1 5051 5052 # core-shell (types:2-2) 
1055 1 5053 5054 # core-shell (types:2-2) 
1056 1 5055 5056 # core-shell (types:2-2) 
1057 1 5057 5058 # core-shell (types:2-2) 
1058 1 5059 5060 # core-shell (types:2-2) 
1059 1 5061 5062 # core-shell (types:2-2) 
1060 1 5063 5064 # core-shell (types:2-2) 
1061 1 5065 5066 # core-shell (types:2-2) 
1062 1 5067 5068 # core-shell (types:2-2) 
1063 1 5069 5070 # core-shell (types:2-2) 
1064 1 5071 5072 # core-shell (types:2-2) 
1065 1 5073 5074 # core-shell (types:2-2) 
1066 1 5075 5076 # core-shell (types:2-2) 
1067 1 5077 5078 # core-shell (types:2-2) 
1068 1 5079 5080 # core-shell (types:2-2) 
1069 1 5081 5082 # core-shell (types:2-2) 
1070 1 5083 5084 # core-shell (types:2-2) 
1071 1 5085 5086 # core-shell (types:2-2) 
1072 1 5087 5088 # core-shell (types:2-2) 
1073 1 5089 5090 # core-shell (types:2-2) 
1074 1 5091 5092 # core-shell (types:2-2) 
1075 1 5093 5094 # core-shell (types:2-2) 
1076 1 5095 5096 # core-shell (types:2-2) 
1077 1 5097 5098 # core-shell (types:2-2) 
1078 1 5099 5100 # core-shell (types:2-2) 
1079 1 5101 5102 # core-shell (types:2-2) 
1080 1 5103 5104 # core-shell (types:2-2) 
1081 1 5105 5106 # core-shell (types:2-2) 
1082 1 5107 5108 # core-shell (types:2-2) 
1083 1 5109 5110 # core-shell (types:2-2) 
1084 1 5111 5112 # core-shell (types:2-2) 
1085 1 5113 5114 # core-shell (types:2-2) 
1086 1 5115 5116 # core-shell (types:2-2) 
1087 1 5117 5118 # core-shell (types:2-2) 
1088 1 5119 5120 # core-shell (types:2-2) 
1089 1 5121 5122 # core-shell (types:2-2) 
1090 1 5123 5124 # core-shell (types:2-2) 
1091 1 5125 5126 # core-shell (types:2-2) 
1092 1 5127 5128 # core-shell (types:2-2) 
1093 1 5129 5130 # core-shell (types:2-2) 
1094 1 5131 5132 # core-shell (types:2-2) 
1095 1 5133 5134 # core-shell (types:2-2) 
1096 1 5135 5136 # core-shell (types:2-2) 
1097 1 5137 5138 # core-shell (types:2-2) 
1098 1 5139 5140 # core-shell (types:2-2) 
1099 1 5141 5142 # core-shell (types:2-2) 
1100 1 5143 5144 # core-shell (types:2-2) 
1101 1 5145 5146 # core-shell (types:2-2) 
1102 1 5147 5148 # core-shell (types:2-2) 
1103 1 5149 5150 # core-shell (types:2-2) 
1104 1 5151 5152 # core-shell (types:2-2) 
1105 1 5153 5154 # core-shell (types:2-2) 
1106 1 5155 5156 # core-shell (types:2-2) 
1107 1 5157 5158 # core-shell (types:2-2) 
1108 1 5159 5160 # core-shell (types:2-2) 
1109 1 5161 5162 # core-shell (types:2-2) 
1110 1 5163 5164 # core-shell (types:2-2) 
1111 1 5165 5166 # core-shell (types:2-2) 
1112 1 5167 5168 # core-shell (types:2-2) 
1113 1 5169 5170 # core-shell (types:2-2) 
1114 1 5171 5172 # core-shell (types:2-2) 
1115 1 5173 5174 # core-shell (types:2-2) 
1116 1 5175 5176 # core-shell (types:2-2) 
1117 1 5177 5178 # core-shell (types:2-2) 
1118 1 5179 5180 # core-shell (types:2-2) 
1119 1 5181 5182 # core-shell (types:2-2) 
1120 1 5183 5184 # core-shell (types:2-2) 
1121 1 5185 5186 # core-shell (types:2-2) 
1122 1 5187 5188 # core-shell (types:2-2) 
1123 1 5189 5190 # core-shell (types:2-2) 
1124 1 5191 5192 # core-shell (types:2-2) 
1125 1 5193 5194 # core-shell (types:2-2) 
1126 1 5195 5196 # core-shell (types:2-2) 
1127 1 5197 5198 # core-shell (types:2-2) 
1128 1 5199 5200 # core-shell (types:2-2) 
1129 1 5201 5202 # core-shell (types:2-2) 
1130 1 5203 5204 # core-shell (types:2-2) 
1131 1 5205 5206 # core-shell (types:2-2) 
1132 1 5207 5208 # core-shell (types:2-2) 
1133 1 5209 5210 # core-shell (types:2-2) 
1134 1 5211 5212 # core-shell (types:2-2) 
1135 1 5213 5214 # core-shell (types:2-2) 
1136 1 5215 5216 # core-shell (types:2-2) 
1137 1 5217 5218 # core-shell (types:2-2) 
1138 1 5219 5220 # core-shell (types:2-2) 
1139 1 5221 5222 # core-shell (types:2-2) 
1140 1 5223 5224 # core-shell (types:2-2) 
1141 1 5225 5226 # core-shell (types:2-2) 
1142 1 5227 5228 # core-shell (types:2-2) 
1143 1 5229 5230 # core-shell (types:2-2) 
1144 1 5231 5232 # core-shell (types:2-2) 
1145 1 5233 5234 # core-shell (types:2-2) 
1146 1 5235 5236 # core-shell (types:2-2) 
1147 1 5237 5238 # core-shell (types:2-2) 
1148 1 5239 5240 # core-shell (types:2-2) 
1149 1 5241 5242 # core-shell (types:2-2) 
1150 1 5243 5244 # core-shell (types:2-2) 
1151 1 5245 5246 # core-shell (types:2-2) 
1152 1 5247 5248 # core-shell (types:2-2) 
1153 1 5249 5250 # core-shell (types:2-2) 
1154 1 5251 5252 # core-shell (types:2-2) 
1155 1 5253 5254 # core-shell (types:2-2) 
1156 1 5255 5256 # core-shell (types:2-2) 
1157 1 5257 5258 # core-shell (types:2-2) 
1158 1 5259 5260 # core-shell (types:2-2) 
1159 1 5261 5262 # core-shell (types:2-2) 
1160 1 5263 5264 # core-shell (types:2-2) 
1161 1 5265 5266 # core-shell (types:2-2) 
1162 1 5267 5268 # core-shell (types:2-2) 
1163 1 5269 5270 # core-shell (types:2-2) 
1164 1 5271 5272 # core-shell (types:2-2) 
1165 1 5273 5274 # core-shell (types:2-2) 
1166 1 5275 5276 # core-shell (types:2-2) 
1167 1 5277 5278 # core-shell (types:2-2) 
1168 1 5279 5280 # core-shell (types:2-2) 
1169 1 5281 5282 # core-shell (types:2-2) 
1170 1 5283 5284 # core-shell (types:2-2) 
1171 1 5285 5286 # core-shell (types:2-2) 
1172 1 5287 5288 # core-shell (types:2-2) 
1173 1 5289 5290 # core-shell (types:2-2) 
1174 1 5291 5292 # core-shell (types:2-2) 
1175 1 5293 5294 # core-shell (types:2-2) 
1176 1 5295 5296 # core-shell (types:2-2) 
1177 1 5297 5298 # core-shell (types:2-2) 
1178 1 5299 5300 # core-shell (types:2-2) 
1179 1 5301 5302 # core-shell (types:2-2) 
1180 1 5303 5304 # core-shell (types:2-2) 
1181 1 5305 5306 # core-shell (types:2-2) 
1182 1 5307 5308 # core-shell (types:2-2) 
1183 1 5309 5310 # core-shell (types:2-2) 
1184 1 5311 5312 # core-shell (types:2-2) 
1185 1 5313 5314 # core-shell (types:2-2) 
1186 1 5315 5316 # core-shell (types:2-2) 
1187 1 5317 5318 # core-shell (types:2-2) 
1188 1 5319 5320 # core-shell (types:2-2) 
1189 1 5321 5322 # core-shell (types:2-2) 
1190 1 5323 5324 # core-shell (types:2-2) 
1191 1 5325 5326 # core-shell (types:2-2) 
1192 1 5327 5328 # core-shell (types:2-2) 
1193 1 5329 5330 # core-shell (types:2-2) 
1194 1 5331 5332 # core-shell (types:2-2) 
1195 1 5333 5334 # core-shell (types:2-2) 
1196 1 5335 5336 # core-shell (types:2-2) 
1197 1 5337 5338 # core-shell (types:2-2) 
1198 1 5339 5340 # core-shell (types:2-2) 
1199 1 5341 5342 # core-shell (types:2-2) 
1200 1 5343 5344 # core-shell (types:2-2) 
1201 1 5345 5346 # core-shell (types:2-2) 
1202 1 5347 5348 # core-shell (types:2-2) 
1203 1 5349 5350 # core-shell (types:2-2) 
1204 1 5351 5352 # core-shell (types:2-2) 
1205 1 5353 5354 # core-shell (types:2-2) 
1206 1 5355 5356 # core-shell (types:2-2) 
1207 1 5357 5358 # core-shell (types:2-2) 
1208 1 5359 5360 # core-shell (types:2-2) 
1209 1 5361 5362 # core-shell (types:2-2) 
1210 1 5363 5364 # core-shell (types:2-2) 
1211 1 5365 5366 # core-shell (types:2-2) 
1212 1 5367 5368 # core-shell (types:2-2) 
1213 1 5369 5370 # core-shell (types:2-2) 
1214 1 5371 5372 # core-shell (types:2-2) 
1215 1 5373 5374 # core-shell (types:2-2) 
1216 1 5375 5376 # core-shell (types:2-2) 
1217 1 5377 5378 # core-shell (types:2-2) 
1218 1 5379 5380 # core-shell (types:2-2) 
1219 1 5381 5382 # core-shell (types:2-2) 
1220 1 5383 5384 # core-shell (types:2-2) 
1221 1 5385 5386 # core-shell (types:2-2) 
1222 1 5387 5388 # core-shell (types:2-2) 
1223 1 5389 5390 # core-shell (types:2-2) 
1224 1 5391 5392 # core-shell (types:2-2) 
1225 1 5393 5394 # core-shell (types:2-2) 
1226 1 5395 5396 # core-shell (types:2-2) 
1227 1 5397 5398 # core-shell (types:2-2) 
1228 1 5399 5400 # core-shell (types:2-2) 
1229 1 5401 5402 # core-shell (types:2-2) 
1230 1 5403 5404 # core-shell (types:2-2) 
1231 1 5405 5406 # core-shell (types:2-2) 
1232 1 5407 5408 # core-shell (types:2-2) 
1233 1 5409 5410 # core-shell (types:2-2) 
1234 1 5411 5412 # core-shell (types:2-2) 
1235 1 5413 5414 # core-shell (types:2-2) 
1236 1 5415 5416 # core-shell (types:2-2) 
1237 1 5417 5418 # core-shell (types:2-2) 
1238 1 5419 5420 # core-shell (types:2-2) 
1239 1 5421 5422 # core-shell (types:2-2) 
1240 1 5423 5424 # core-shell (types:2-2) 
1241 1 5425 5426 # core-shell (types:2-2) 
1242 1 5427 5428 # core-shell (types:2-2) 
1243 1 5429 5430 # core-shell (types:2-2) 
1244 1 5431 5432 # core-shell (types:2-2) 
1245 1 5433 5434 # core-shell (types:2-2) 
1246 1 5435 5436 # core-shell (types:2-2) 
1247 1 5437 5438 # core-shell (types:2-2) 
1248 1 5439 5440 # core-shell (types:2-2) 
1249 1 5441 5442 # core-shell (types:2-2) 
1250 1 5443 5444 # core-shell (types:2-2) 
1251 1 5445 5446 # core-shell (types:2-2) 
1252 1 5447 5448 # core-shell (types:2-2) 
1253 1 5449 5450 # core-shell (types:2-2) 
1254 1 5451 5452 # core-shell (types:2-2) 
1255 1 5453 5454 # core-shell (types:2-2) 
1256 1 5455 5456 # core-shell (types:2-2) 
1257 1 5457 5458 # core-shell (types:2-2) 
1258 1 5459 5460 # core-shell (types:2-2) 
1259 1 5461 5462 # core-shell (types:2-2) 
1260 1 5463 5464 # core-shell (types:2-2) 
1261 1 5465 5466 # core-shell (types:2-2) 
1262 1 5467 5468 # core-shell (types:2-2) 
1263 1 5469 5470 # core-shell (types:2-2) 
1264 1 5471 5472 # core-shell (types:2-2) 
1265 1 5473 5474 # core-shell (types:2-2) 
1266 1 5475 5476 # core-shell (types:2-2) 
1267 1 5477 5478 # core-shell (types:2-2) 
1268 1 5479 5480 # core-shell (types:2-2) 
1269 1 5481 5482 # core-shell (types:2-2) 
1270 1 5483 5484 # core-shell (types:2-2) 
1271 1 5485 5486 # core-shell (types:2-2) 
1272 1 5487 5488 # core-shell (types:2-2) 
1273 1 5489 5490 # core-shell (types:2-2) 
1274 1 5491 5492 # core-shell (types:2-2) 
1275 1 5493 5494 # core-shell (types:2-2) 
1276 1 5495 5496 # core-shell (types:2-2) 
1277 1 5497 5498 # core-shell (types:2-2) 
1278 1 5499 5500 # core-shell (types:2-2) 
1279 1 5501 5502 # core-shell (types:2-2) 
1280 1 5503 5504 # core-shell (types:2-2) 
1281 1 5505 5506 # core-shell (types:2-2) 
1282 1 5507 5508 # core-shell (types:2-2) 
1283 1 5509 5510 # core-shell (types:2-2) 
1284 1 5511 5512 # core-shell (types:2-2) 
1285 1 5513 5514 # core-shell (types:2-2) 
1286 1 5515 5516 # core-shell (types:2-2) 
1287 1 5517 5518 # core-shell (types:2-2) 
1288 1 5519 5520 # core-shell (types:2-2) 
1289 1 5521 5522 # core-shell (types:2-2) 
1290 1 5523 5524 # core-shell (types:2-2) 
1291 1 5525 5526 # core-shell (types:2-2) 
1292 1 5527 5528 # core-shell (types:2-2) 
1293 1 5529 5530 # core-shell (types:2-2) 
1294 1 5531 5532 # core-shell (types:2-2) 
1295 1 5533 5534 # core-shell (types:2-2) 
1296 1 5535 5536 # core-shell (types:2-2) 
1297 1 5537 5538 # core-shell (types:2-2) 
1298 1 5539 5540 # core-shell (types:2-2) 
1299 1 5541 5542 # core-shell (types:2-2) 
1300 1 5543 5544 # core-shell (types:2-2) 
1301 1 5545 5546 # core-shell (types:2-2) 
1302 1 5547 5548 # core-shell (types:2-2) 
1303 1 5549 5550 # core-shell (types:2-2) 
1304 1 5551 5552 # core-shell (types:2-2) 
1305 1 5553 5554 # core-shell (types:2-2) 
1306 1 5555 5556 # core-shell (types:2-2) 
1307 1 5557 5558 # core-shell (types:2-2) 
1308 1 5559 5560 # core-shell (types:2-2) 
1309 1 5561 5562 # core-shell (types:2-2) 
1310 1 5563 5564 # core-shell (types:2-2) 
1311 1 5565 5566 # core-shell (types:2-2) 
1312 1 5567 5568 # core-shell (types:2-2) 
1313 1 5569 5570 # core-shell (types:2-2) 
1314 1 5571 5572 # core-shell (types:2-2) 
1315 1 5573 5574 # core-shell (types:2-2) 
1316 1 5575 5576 # core-shell (types:2-2) 
1317 1 5577 5578 # core-shell (types:2-2) 
1318 1 5579 5580 # core-shell (types:2-2) 
1319 1 5581 5582 # core-shell (types:2-2) 
1320 1 5583 5584 # core-shell (types:2-2) 
1321 1 5585 5586 # core-shell (types:2-2) 
1322 1 5587 5588 # core-shell (types:2-2) 
1323 1 5589 5590 # core-shell (types:2-2) 
1324 1 5591 5592 # core-shell (types:2-2) 
1325 1 5593 5594 # core-shell (types:2-2) 
1326 1 5595 5596 # core-shell (types:2-2) 
1327 1 5597 5598 # core-shell (types:2-2) 
1328 1 5599 5600 # core-shell (types:2-2) 
1329 1 5601 5602 # core-shell (types:2-2) 
1330 1 5603 5604 # core-shell (types:2-2) 
1331 1 5605 5606 # core-shell (types:2-2) 
1332 1 5607 5608 # core-shell (types:2-2) 
1333 1 5609 5610 # core-shell (types:2-2) 
1334 1 5611 5612 # core-shell (types:2-2) 
1335 1 5613 5614 # core-shell (types:2-2) 
1336 1 5615 5616 # core-shell (types:2-2) 
1337 1 5617 5618 # core-shell (types:2-2) 
1338 1 5619 5620 # core-shell (types:2-2) 
1339 1 5621 5622 # core-shell (types:2-2) 
1340 1 5623 5624 # core-shell (types:2-2) 
1341 1 5625 5626 # core-shell (types:2-2) 
1342 1 5627 5628 # core-shell (types:2-2) 
1343 1 5629 5630 # core-shell (types:2-2) 
1344 1 5631 5632 # core-shell (types:2-2) 
1345 1 5633 5634 # core-shell (types:2-2) 
1346 1 5635 5636 # core-shell (types:2-2) 
1347 1 5637 5638 # core-shell (types:2-2) 
1348 1 5639 5640 # core-shell (types:2-2) 
1349 1 5641 5642 # core-shell (types:2-2) 
1350 1 5643 5644 # core-shell (types:2-2) 
1351 1 5645 5646 # core-shell (types:2-2) 
